ID,dGoffset (kcal/mol),uncertainty (kcal/mol)
mobley_8685905,0.27,0.6003332407921453
mobley_8691603,-0.11000000000000032,0.6007495318350236
mobley_8705848,-1.2300000000000002,0.6007495318350236
mobley_8713762,0.4400000000000004,1.360588108135596
mobley_8723116,-0.6200000000000001,0.6007495318350236
mobley_8739734,-0.16000000000000014,0.6007495318350236
mobley_8746821,-1.4500000000000002,0.6007495318350236
mobley_8754702,1.2200000000000002,0.6003332407921453
mobley_8764620,-1.17,0.6007495318350236
mobley_8765203,-1.1400000000000001,0.6003332407921453
mobley_8772587,-0.03,0.6007495318350236
mobley_8785107,-1.13,0.6007495318350236
mobley_8789465,-2.98,0.6013318551349163
mobley_8789864,-0.54,0.6007495318350236
mobley_8798016,0.33999999999999986,0.6007495318350236
mobley_8809190,-0.17,0.6007495318350236
mobley_8809274,0.31999999999999995,0.6007495318350236
mobley_8823527,-2.69,0.13601470508735444
mobley_8827942,-0.8899999999999997,0.1077032961426901
mobley_8861672,-1.5800000000000005,0.6007495318350236
mobley_8882696,-1.27,0.6003332407921453
mobley_8883511,0.6199999999999997,0.1044030650891055
mobley_8885088,-0.6699999999999999,0.6003332407921453
mobley_8899867,-1.2000000000000002,0.6007495318350236
mobley_8916409,3.039999999999999,0.21840329667841554
mobley_8966374,0.6500000000000004,0.6007495318350236
mobley_8983100,-1.28,0.6003332407921453
mobley_900088,-1.46,0.6007495318350236
mobley_9007496,0.9900000000000002,0.1077032961426901
mobley_9015240,-0.8300000000000001,0.6007495318350236
mobley_9028462,0.25,0.6003332407921453
mobley_902954,-0.1499999999999999,0.1044030650891055
mobley_9029594,-1.1,0.6000833275470999
mobley_9055303,-0.4500000000000002,0.2002498439450079
mobley_9073553,-2.0500000000000003,0.6003332407921453
mobley_9100956,0.020000000000000018,0.6007495318350236
mobley_9112978,-1.06,0.6003332407921453
mobley_9114381,-0.35999999999999943,0.6007495318350236
mobley_9121449,-0.44000000000000006,0.6003332407921453
mobley_9139060,0.18999999999999995,0.6007495318350236
mobley_9185328,-1.3399999999999999,0.6003332407921453
mobley_9197172,-0.98,0.6007495318350236
mobley_9201263,3.95,0.6007495318350236
mobley_9209581,-0.56,0.6003332407921453
mobley_9246215,-1.4299999999999997,0.6003332407921453
mobley_9246351,-1.55,0.6003332407921453
mobley_9257453,-2.1500000000000004,0.1044030650891055
mobley_9281946,2.4700000000000006,0.1077032961426901
mobley_929676,-0.9000000000000001,0.6007495318350236
mobley_9407874,-0.1200000000000001,0.6007495318350236
mobley_9414831,0.77,0.6007495318350236
mobley_9434451,-0.9299999999999999,0.6003332407921453
mobley_9460824,2.0599999999999996,0.1118033988749895
mobley_9478823,-0.050000000000000044,0.6007495318350236
mobley_9507933,-1.5499999999999998,0.6007495318350236
mobley_9510785,-2.17,1.0007996802557444
mobley_951560,1.08,0.6007495318350236
mobley_9534740,-7.379999999999999,0.2308679276123039
mobley_9557440,-1.129999999999999,0.7805767098754612
mobley_9565165,0.9199999999999995,0.6007495318350236
mobley_9571888,5.559999999999999,0.26305892875931813
mobley_9617923,0.22999999999999998,0.6013318551349163
mobley_9624458,-1.47,0.6003332407921453
mobley_9626434,-2.2800000000000002,0.6007495318350236
mobley_9653690,-1.1800000000000006,0.43185645763378366
mobley_967099,-1.39,0.6003332407921453
mobley_9671033,-1.71,0.6003332407921453
mobley_9705941,-1.0799999999999998,0.6003332407921453
mobley_9717937,-0.18000000000000016,0.1044030650891055
mobley_9729792,-0.89,0.6007495318350236
mobley_9733743,-1.2800000000000002,0.6007495318350236
mobley_9740891,-1.3900000000000001,1.9302331465395572
mobley_9741965,0.6500000000000004,0.39051248379533277
mobley_9794857,-1.52,0.6007495318350236
mobley_9821936,-3.3800000000000003,1.0007996802557444
mobley_9838013,-1.4999999999999996,0.6007495318350236
mobley_9883303,-0.10000000000000009,0.6007495318350236
mobley_9897248,-2.18,0.25317977802344327
mobley_9913368,-1.8,0.6003332407921453
mobley_9942801,-0.38,0.6007495318350236
mobley_994483,-1.23,0.6003332407921453
mobley_9974966,-1.35,0.6007495318350236
mobley_9979854,-0.71,0.20223748416156687
